,Source,Target,Weight,Type
54,HAMILTON_federalist15,HAMILTON_federalist1,4,undirected
55,HAMILTON_federalist15,HAMILTON_federalist11,10,undirected
56,HAMILTON_federalist15,HAMILTON_federalist16,2,undirected
57,HAMILTON_federalist15,HAMILTON_federalist17,22,undirected
58,HAMILTON_federalist15,HAMILTON_federalist21,34,undirected
59,HAMILTON_federalist15,HAMILTON_federalist22,59,undirected
60,HAMILTON_federalist15,HAMILTON_federalist23,8,undirected
61,HAMILTON_federalist15,HAMILTON_federalist27,5,undirected
62,HAMILTON_federalist15,HAMILTON_federalist28,2,undirected
63,HAMILTON_federalist15,HAMILTON_federalist34,1,undirected
64,HAMILTON_federalist15,HAMILTON_federalist36,2,undirected
65,HAMILTON_federalist15,HAMILTON_federalist6,15,undirected
66,HAMILTON_federalist15,HAMILTON_federalist7,11,undirected
67,HAMILTON_federalist15,HAMILTON_federalist70,8,undirected
68,HAMILTON_federalist15,HAMILTON_federalist83,1,undirected
69,HAMILTON_federalist15,HAMILTON_federalist85,4,undirected
70,HAMILTON_federalist15,HAMILTON_federalist9,1,undirected
71,HAMILTON_federalist15,JAY_federalist2,13,undirected
72,HAMILTON_federalist16,HAMILTON_federalist12,1,undirected
73,HAMILTON_federalist16,HAMILTON_federalist15,2,undirected
74,HAMILTON_federalist16,HAMILTON_federalist17,8,undirected
75,HAMILTON_federalist16,HAMILTON_federalist22,2,undirected
76,HAMILTON_federalist16,HAMILTON_federalist23,3,undirected
77,HAMILTON_federalist16,HAMILTON_federalist25,5,undirected
78,HAMILTON_federalist16,HAMILTON_federalist27,13,undirected
79,HAMILTON_federalist16,HAMILTON_federalist28,27,undirected
80,HAMILTON_federalist16,HAMILTON_federalist29,48,undirected
81,HAMILTON_federalist16,HAMILTON_federalist31,15,undirected
82,HAMILTON_federalist16,HAMILTON_federalist60,6,undirected
83,HAMILTON_federalist16,HAMILTON_federalist7,3,undirected
84,HAMILTON_federalist16,HAMILTON_federalist9,43,undirected
85,HAMILTON_federalist17,HAMILTON_federalist12,1,undirected
86,HAMILTON_federalist17,HAMILTON_federalist15,22,undirected
87,HAMILTON_federalist17,HAMILTON_federalist16,8,undirected
88,HAMILTON_federalist17,HAMILTON_federalist22,2,undirected
89,HAMILTON_federalist17,HAMILTON_federalist28,2,undirected
90,HAMILTON_federalist17,HAMILTON_federalist35,6,undirected
91,HAMILTON_federalist17,HAMILTON_federalist6,12,undirected
92,HAMILTON_federalist17,HAMILTON_federalist60,3,undirected
93,HAMILTON_federalist17,HAMILTON_federalist7,1,undirected
94,HAMILTON_federalist17,MADISON_federalist14,4,undirected
95,HAMILTON_federalist17,MADISON_federalist45,4,undirected
96,HAMILTON_federalist17,MADISON_federalist46,1,undirected
97,HAMILTON_federalist21,HAMILTON_federalist11,2,undirected
98,HAMILTON_federalist21,HAMILTON_federalist12,16,undirected
99,HAMILTON_federalist21,HAMILTON_federalist13,12,undirected
100,HAMILTON_federalist21,HAMILTON_federalist15,34,undirected
101,HAMILTON_federalist21,HAMILTON_federalist22,5,undirected
102,HAMILTON_federalist21,HAMILTON_federalist25,1,undirected
103,HAMILTON_federalist21,HAMILTON_federalist28,2,undirected
104,HAMILTON_federalist21,HAMILTON_federalist34,27,undirected
105,HAMILTON_federalist21,HAMILTON_federalist36,17,undirected
106,HAMILTON_federalist21,HAMILTON_federalist83,3,undirected
107,HAMILTON_federalist21,MADISON_federalist14,3,undirected
108,HAMILTON_federalist21,MADISON_federalist43,2,undirected
109,HAMILTON_federalist22,HAMILTON_federalist1,9,undirected
110,HAMILTON_federalist22,HAMILTON_federalist11,21,undirected
111,HAMILTON_federalist22,HAMILTON_federalist12,4,undirected
112,HAMILTON_federalist22,HAMILTON_federalist13,6,undirected
113,HAMILTON_federalist22,HAMILTON_federalist15,59,undirected
114,HAMILTON_federalist22,HAMILTON_federalist16,2,undirected
115,HAMILTON_federalist22,HAMILTON_federalist17,2,undirected
116,HAMILTON_federalist22,HAMILTON_federalist21,5,undirected
117,HAMILTON_federalist22,HAMILTON_federalist23,1,undirected
118,HAMILTON_federalist22,HAMILTON_federalist25,6,undirected
119,HAMILTON_federalist22,HAMILTON_federalist26,1,undirected
120,HAMILTON_federalist22,HAMILTON_federalist29,3,undirected
121,HAMILTON_federalist22,HAMILTON_federalist30,26,undirected
122,HAMILTON_federalist22,HAMILTON_federalist31,11,undirected
123,HAMILTON_federalist22,HAMILTON_federalist33,1,undirected
124,HAMILTON_federalist22,HAMILTON_federalist34,3,undirected
125,HAMILTON_federalist22,HAMILTON_federalist35,14,undirected
126,HAMILTON_federalist22,HAMILTON_federalist36,7,undirected
127,HAMILTON_federalist22,HAMILTON_federalist59,17,undirected
128,HAMILTON_federalist22,HAMILTON_federalist6,6,undirected
129,HAMILTON_federalist22,HAMILTON_federalist60,4,undirected
130,HAMILTON_federalist22,HAMILTON_federalist65,5,undirected
131,HAMILTON_federalist22,HAMILTON_federalist66,6,undirected
132,HAMILTON_federalist22,HAMILTON_federalist68,4,undirected
133,HAMILTON_federalist22,HAMILTON_federalist69,20,undirected
134,HAMILTON_federalist22,HAMILTON_federalist7,8,undirected
135,HAMILTON_federalist22,HAMILTON_federalist70,43,undirected
136,HAMILTON_federalist22,HAMILTON_federalist72,7,undirected
137,HAMILTON_federalist22,HAMILTON_federalist74,5,undirected
138,HAMILTON_federalist22,HAMILTON_federalist75,15,undirected
139,HAMILTON_federalist22,HAMILTON_federalist78,3,undirected
140,HAMILTON_federalist22,HAMILTON_federalist79,2,undirected
141,HAMILTON_federalist22,HAMILTON_federalist81,5,undirected
142,HAMILTON_federalist22,HAMILTON_federalist83,1,undirected
143,HAMILTON_federalist22,HAMILTON_federalist84,7,undirected
144,HAMILTON_federalist22,HAMILTON_federalist85,6,undirected
145,HAMILTON_federalist22,HAMILTON_federalist9,1,undirected
146,HAMILTON_federalist22,JAY_federalist2,1,undirected
147,HAMILTON_federalist22,JAY_federalist3,3,undirected
148,HAMILTON_federalist22,JAY_federalist64,9,undirected
149,HAMILTON_federalist22,MADISON_federalist10,9,undirected
150,HAMILTON_federalist22,MADISON_federalist14,2,undirected
151,HAMILTON_federalist22,MADISON_federalist37,2,undirected
152,HAMILTON_federalist22,MADISON_federalist38,28,undirected
153,HAMILTON_federalist22,MADISON_federalist39,3,undirected
154,HAMILTON_federalist22,MADISON_federalist40,1,undirected
155,HAMILTON_federalist22,MADISON_federalist41,9,undirected
156,HAMILTON_federalist22,MADISON_federalist42,1,undirected
157,HAMILTON_federalist22,MADISON_federalist43,1,undirected
158,HAMILTON_federalist23,HAMILTON_federalist15,8,undirected
159,HAMILTON_federalist23,HAMILTON_federalist16,3,undirected
160,HAMILTON_federalist23,HAMILTON_federalist22,1,undirected
161,HAMILTON_federalist23,HAMILTON_federalist30,25,undirected
162,HAMILTON_federalist23,HAMILTON_federalist31,16,undirected
163,HAMILTON_federalist23,HAMILTON_federalist34,2,undirected
164,HAMILTON_federalist23,HAMILTON_federalist36,6,undirected
165,HAMILTON_federalist24,HAMILTON_federalist12,1,undirected
166,HAMILTON_federalist24,HAMILTON_federalist25,42,undirected
167,HAMILTON_federalist24,HAMILTON_federalist26,49,undirected
168,HAMILTON_federalist24,HAMILTON_federalist83,1,undirected
169,HAMILTON_federalist24,HAMILTON_federalist9,3,undirected
170,HAMILTON_federalist24,MADISON_federalist41,7,undirected
171,HAMILTON_federalist25,HAMILTON_federalist16,5,undirected
172,HAMILTON_federalist25,HAMILTON_federalist21,1,undirected
173,HAMILTON_federalist25,HAMILTON_federalist22,6,undirected
174,HAMILTON_federalist25,HAMILTON_federalist24,42,undirected
175,HAMILTON_federalist25,HAMILTON_federalist26,2,undirected
176,HAMILTON_federalist25,HAMILTON_federalist28,8,undirected
177,HAMILTON_federalist25,HAMILTON_federalist29,3,undirected
178,HAMILTON_federalist25,HAMILTON_federalist61,6,undirected
179,HAMILTON_federalist25,HAMILTON_federalist7,1,undirected
180,HAMILTON_federalist25,HAMILTON_federalist8,47,undirected
181,HAMILTON_federalist26,HAMILTON_federalist22,1,undirected
182,HAMILTON_federalist26,HAMILTON_federalist24,49,undirected
183,HAMILTON_federalist26,HAMILTON_federalist25,2,undirected
184,HAMILTON_federalist26,HAMILTON_federalist28,2,undirected
185,HAMILTON_federalist26,HAMILTON_federalist29,38,undirected
186,HAMILTON_federalist26,HAMILTON_federalist34,5,undirected
187,HAMILTON_federalist26,HAMILTON_federalist70,1,undirected
188,HAMILTON_federalist26,HAMILTON_federalist8,6,undirected
189,HAMILTON_federalist26,MADISON_federalist41,1,undirected
190,HAMILTON_federalist27,HAMILTON_federalist15,5,undirected
191,HAMILTON_federalist27,HAMILTON_federalist16,13,undirected
192,HAMILTON_federalist27,HAMILTON_federalist30,2,undirected
193,HAMILTON_federalist27,HAMILTON_federalist35,1,undirected
194,HAMILTON_federalist27,HAMILTON_federalist36,24,undirected
195,HAMILTON_federalist27,HAMILTON_federalist60,15,undirected
196,HAMILTON_federalist28,HAMILTON_federalist15,2,undirected
197,HAMILTON_federalist28,HAMILTON_federalist16,27,undirected
198,HAMILTON_federalist28,HAMILTON_federalist17,2,undirected
199,HAMILTON_federalist28,HAMILTON_federalist21,2,undirected
200,HAMILTON_federalist28,HAMILTON_federalist25,8,undirected
201,HAMILTON_federalist28,HAMILTON_federalist26,2,undirected
202,HAMILTON_federalist28,HAMILTON_federalist29,9,undirected
203,HAMILTON_federalist28,HAMILTON_federalist31,1,undirected
204,HAMILTON_federalist28,HAMILTON_federalist36,3,undirected
205,HAMILTON_federalist28,HAMILTON_federalist8,4,undirected
206,HAMILTON_federalist29,HAMILTON_federalist13,2,undirected
207,HAMILTON_federalist29,HAMILTON_federalist16,48,undirected
208,HAMILTON_federalist29,HAMILTON_federalist22,3,undirected
209,HAMILTON_federalist29,HAMILTON_federalist25,3,undirected
210,HAMILTON_federalist29,HAMILTON_federalist26,38,undirected
211,HAMILTON_federalist29,HAMILTON_federalist28,9,undirected
212,HAMILTON_federalist29,HAMILTON_federalist60,8,undirected
213,HAMILTON_federalist29,HAMILTON_federalist61,2,undirected
214,HAMILTON_federalist29,HAMILTON_federalist66,3,undirected
215,HAMILTON_federalist29,HAMILTON_federalist69,1,undirected
216,HAMILTON_federalist29,HAMILTON_federalist70,1,undirected
217,HAMILTON_federalist29,HAMILTON_federalist73,1,undirected
218,HAMILTON_federalist29,HAMILTON_federalist74,19,undirected
219,HAMILTON_federalist29,MADISON_federalist41,13,undirected
220,HAMILTON_federalist30,HAMILTON_federalist22,26,undirected
221,HAMILTON_federalist30,HAMILTON_federalist23,25,undirected
222,HAMILTON_federalist30,HAMILTON_federalist27,2,undirected
223,HAMILTON_federalist30,HAMILTON_federalist31,41,undirected
224,HAMILTON_federalist30,HAMILTON_federalist34,23,undirected
225,HAMILTON_federalist30,HAMILTON_federalist36,4,undirected
226,HAMILTON_federalist30,HAMILTON_federalist59,3,undirected
227,HAMILTON_federalist30,HAMILTON_federalist65,1,undirected
228,HAMILTON_federalist30,HAMILTON_federalist72,1,undirected
229,HAMILTON_federalist30,HAMILTON_federalist79,1,undirected
230,HAMILTON_federalist31,HAMILTON_federalist1,1,undirected
231,HAMILTON_federalist31,HAMILTON_federalist16,15,undirected
232,HAMILTON_federalist31,HAMILTON_federalist22,11,undirected
233,HAMILTON_federalist31,HAMILTON_federalist23,16,undirected
234,HAMILTON_federalist31,HAMILTON_federalist28,1,undirected
235,HAMILTON_federalist31,HAMILTON_federalist30,41,undirected
236,HAMILTON_federalist31,HAMILTON_federalist33,12,undirected
237,HAMILTON_federalist31,HAMILTON_federalist34,9,undirected
238,HAMILTON_federalist31,HAMILTON_federalist36,7,undirected
239,HAMILTON_federalist31,HAMILTON_federalist59,9,undirected
240,HAMILTON_federalist31,HAMILTON_federalist60,1,undirected
241,HAMILTON_federalist32,HAMILTON_federalist33,49,undirected
242,HAMILTON_federalist32,HAMILTON_federalist81,9,undirected
243,HAMILTON_federalist32,HAMILTON_federalist82,23,undirected
244,HAMILTON_federalist32,MADISON_federalist42,5,undirected
245,HAMILTON_federalist32,MADISON_federalist43,3,undirected
246,HAMILTON_federalist32,MADISON_federalist44,1,undirected
247,HAMILTON_federalist33,HAMILTON_federalist22,1,undirected
248,HAMILTON_federalist33,HAMILTON_federalist31,12,undirected
249,HAMILTON_federalist33,HAMILTON_federalist32,49,undirected
250,HAMILTON_federalist33,HAMILTON_federalist78,2,undirected
251,HAMILTON_federalist33,HAMILTON_federalist80,2,undirected
252,HAMILTON_federalist33,HAMILTON_federalist81,11,undirected
253,HAMILTON_federalist33,HAMILTON_federalist82,1,undirected
254,HAMILTON_federalist33,MADISON_federalist41,3,undirected
255,HAMILTON_federalist33,MADISON_federalist44,6,undirected
256,HAMILTON_federalist34,HAMILTON_federalist11,4,undirected
257,HAMILTON_federalist34,HAMILTON_federalist12,13,undirected
258,HAMILTON_federalist34,HAMILTON_federalist15,1,undirected
259,HAMILTON_federalist34,HAMILTON_federalist21,27,undirected
260,HAMILTON_federalist34,HAMILTON_federalist22,3,undirected
261,HAMILTON_federalist34,HAMILTON_federalist23,2,undirected
262,HAMILTON_federalist34,HAMILTON_federalist26,5,undirected
263,HAMILTON_federalist34,HAMILTON_federalist30,23,undirected
264,HAMILTON_federalist34,HAMILTON_federalist31,9,undirected
265,HAMILTON_federalist34,HAMILTON_federalist36,1,undirected
266,HAMILTON_federalist34,HAMILTON_federalist7,4,undirected
267,HAMILTON_federalist34,HAMILTON_federalist80,2,undirected
268,HAMILTON_federalist34,HAMILTON_federalist83,3,undirected
269,HAMILTON_federalist35,HAMILTON_federalist12,13,undirected
270,HAMILTON_federalist35,HAMILTON_federalist13,2,undirected
271,HAMILTON_federalist35,HAMILTON_federalist17,6,undirected
272,HAMILTON_federalist35,HAMILTON_federalist22,14,undirected
273,HAMILTON_federalist35,HAMILTON_federalist27,1,undirected
274,HAMILTON_federalist35,HAMILTON_federalist36,2,undirected
275,HAMILTON_federalist35,HAMILTON_federalist60,45,undirected
276,HAMILTON_federalist35,HAMILTON_federalist70,2,undirected
277,HAMILTON_federalist35,HAMILTON_federalist78,3,undirected
278,HAMILTON_federalist35,JAY_federalist64,4,undirected
279,HAMILTON_federalist35,MADISON_federalist10,9,undirected
280,HAMILTON_federalist35,MADISON_federalist38,1,undirected
281,HAMILTON_federalist35,MADISON_federalist46,3,undirected
282,HAMILTON_federalist36,HAMILTON_federalist12,26,undirected
283,HAMILTON_federalist36,HAMILTON_federalist15,2,undirected
284,HAMILTON_federalist36,HAMILTON_federalist21,17,undirected
285,HAMILTON_federalist36,HAMILTON_federalist22,7,undirected
286,HAMILTON_federalist36,HAMILTON_federalist23,6,undirected
287,HAMILTON_federalist36,HAMILTON_federalist27,24,undirected
288,HAMILTON_federalist36,HAMILTON_federalist28,3,undirected
289,HAMILTON_federalist36,HAMILTON_federalist30,4,undirected
290,HAMILTON_federalist36,HAMILTON_federalist31,7,undirected
291,HAMILTON_federalist36,HAMILTON_federalist34,1,undirected
292,HAMILTON_federalist36,HAMILTON_federalist35,2,undirected
293,HAMILTON_federalist36,HAMILTON_federalist59,4,undirected
294,HAMILTON_federalist36,HAMILTON_federalist60,6,undirected
295,HAMILTON_federalist36,HAMILTON_federalist78,2,undirected
296,HAMILTON_federalist36,HAMILTON_federalist80,2,undirected
297,HAMILTON_federalist36,HAMILTON_federalist81,5,undirected
298,HAMILTON_federalist36,HAMILTON_federalist82,2,undirected
299,HAMILTON_federalist36,HAMILTON_federalist83,9,undirected
300,HAMILTON_federalist36,MADISON_federalist45,2,undirected
301,HAMILTON_federalist59,HAMILTON_federalist22,17,undirected
302,HAMILTON_federalist59,HAMILTON_federalist30,3,undirected
303,HAMILTON_federalist59,HAMILTON_federalist31,9,undirected
304,HAMILTON_federalist59,HAMILTON_federalist36,4,undirected
305,HAMILTON_federalist59,HAMILTON_federalist60,19,undirected
306,HAMILTON_federalist59,HAMILTON_federalist61,25,undirected
307,HAMILTON_federalist59,HAMILTON_federalist81,3,undirected
308,HAMILTON_federalist59,HAMILTON_federalist84,1,undirected
309,HAMILTON_federalist59,MADISON_federalist38,1,undirected
310,HAMILTON_federalist6,HAMILTON_federalist11,8,undirected
311,HAMILTON_federalist6,HAMILTON_federalist12,8,undirected
312,HAMILTON_federalist6,HAMILTON_federalist15,15,undirected
313,HAMILTON_federalist6,HAMILTON_federalist17,12,undirected
314,HAMILTON_federalist6,HAMILTON_federalist22,6,undirected
315,HAMILTON_federalist6,HAMILTON_federalist7,15,undirected
316,HAMILTON_federalist6,HAMILTON_federalist70,2,undirected
317,HAMILTON_federalist6,HAMILTON_federalist9,10,undirected
318,HAMILTON_federalist6,JAY_federalist2,1,undirected
319,HAMILTON_federalist60,HAMILTON_federalist11,3,undirected
320,HAMILTON_federalist60,HAMILTON_federalist16,6,undirected
321,HAMILTON_federalist60,HAMILTON_federalist17,3,undirected
322,HAMILTON_federalist60,HAMILTON_federalist22,4,undirected
323,HAMILTON_federalist60,HAMILTON_federalist27,15,undirected
324,HAMILTON_federalist60,HAMILTON_federalist29,8,undirected
325,HAMILTON_federalist60,HAMILTON_federalist31,1,undirected
326,HAMILTON_federalist60,HAMILTON_federalist35,45,undirected
327,HAMILTON_federalist60,HAMILTON_federalist36,6,undirected
328,HAMILTON_federalist60,HAMILTON_federalist59,19,undirected
329,HAMILTON_federalist60,HAMILTON_federalist61,30,undirected
330,HAMILTON_federalist60,HAMILTON_federalist78,2,undirected
331,HAMILTON_federalist60,HAMILTON_federalist81,3,undirected
332,HAMILTON_federalist60,HAMILTON_federalist83,1,undirected
333,HAMILTON_federalist60,MADISON_federalist10,3,undirected
334,HAMILTON_federalist60,MADISON_federalist46,18,undirected
335,HAMILTON_federalist61,HAMILTON_federalist25,6,undirected
336,HAMILTON_federalist61,HAMILTON_federalist29,2,undirected
337,HAMILTON_federalist61,HAMILTON_federalist59,25,undirected
338,HAMILTON_federalist61,HAMILTON_federalist60,30,undirected
339,HAMILTON_federalist61,HAMILTON_federalist79,15,undirected
340,HAMILTON_federalist61,HAMILTON_federalist81,2,undirected
341,HAMILTON_federalist61,MADISON_federalist38,2,undirected
342,HAMILTON_federalist61,MADISON_federalist58,4,undirected
343,HAMILTON_federalist65,HAMILTON_federalist22,5,undirected
344,HAMILTON_federalist65,HAMILTON_federalist30,1,undirected
345,HAMILTON_federalist65,HAMILTON_federalist66,56,undirected
346,HAMILTON_federalist65,HAMILTON_federalist68,3,undirected
347,HAMILTON_federalist65,HAMILTON_federalist72,1,undirected
348,HAMILTON_federalist65,HAMILTON_federalist74,1,undirected
349,HAMILTON_federalist65,HAMILTON_federalist75,2,undirected
350,HAMILTON_federalist65,HAMILTON_federalist76,23,undirected
351,HAMILTON_federalist65,HAMILTON_federalist77,5,undirected
352,HAMILTON_federalist65,HAMILTON_federalist78,2,undirected
353,HAMILTON_federalist65,HAMILTON_federalist81,13,undirected
354,HAMILTON_federalist66,HAMILTON_federalist22,6,undirected
355,HAMILTON_federalist66,HAMILTON_federalist29,3,undirected
356,HAMILTON_federalist66,HAMILTON_federalist65,56,undirected
357,HAMILTON_federalist66,HAMILTON_federalist68,4,undirected
358,HAMILTON_federalist66,HAMILTON_federalist69,4,undirected
359,HAMILTON_federalist66,HAMILTON_federalist70,15,undirected
360,HAMILTON_federalist66,HAMILTON_federalist71,1,undirected
361,HAMILTON_federalist66,HAMILTON_federalist73,21,undirected
362,HAMILTON_federalist66,HAMILTON_federalist75,25,undirected
363,HAMILTON_federalist66,HAMILTON_federalist76,30,undirected
364,HAMILTON_federalist66,HAMILTON_federalist77,3,undirected
365,HAMILTON_federalist66,JAY_federalist64,5,undirected
366,HAMILTON_federalist66,MADISON_federalist58,8,undirected
367,HAMILTON_federalist67,HAMILTON_federalist68,18,undirected
368,HAMILTON_federalist67,HAMILTON_federalist69,21,undirected
369,HAMILTON_federalist67,HAMILTON_federalist73,1,undirected
370,HAMILTON_federalist67,HAMILTON_federalist75,3,undirected
371,HAMILTON_federalist67,HAMILTON_federalist76,3,undirected
372,HAMILTON_federalist67,HAMILTON_federalist79,5,undirected
373,HAMILTON_federalist67,HAMILTON_federalist81,4,undirected
374,HAMILTON_federalist67,HAMILTON_federalist85,11,undirected
375,HAMILTON_federalist67,MADISON_federalist40,5,undirected
376,HAMILTON_federalist67,MADISON_federalist42,1,undirected
377,HAMILTON_federalist68,HAMILTON_federalist22,4,undirected
378,HAMILTON_federalist68,HAMILTON_federalist65,3,undirected
379,HAMILTON_federalist68,HAMILTON_federalist66,4,undirected
380,HAMILTON_federalist68,HAMILTON_federalist67,18,undirected
381,HAMILTON_federalist68,HAMILTON_federalist70,9,undirected
382,HAMILTON_federalist68,HAMILTON_federalist71,3,undirected
383,HAMILTON_federalist68,HAMILTON_federalist73,2,undirected
384,HAMILTON_federalist68,HAMILTON_federalist74,7,undirected
385,HAMILTON_federalist68,HAMILTON_federalist75,4,undirected
386,HAMILTON_federalist68,HAMILTON_federalist76,29,undirected
387,HAMILTON_federalist68,HAMILTON_federalist77,10,undirected
388,HAMILTON_federalist68,HAMILTON_federalist79,5,undirected
389,HAMILTON_federalist68,JAY_federalist64,2,undirected
390,HAMILTON_federalist69,HAMILTON_federalist22,20,undirected
391,HAMILTON_federalist69,HAMILTON_federalist29,1,undirected
392,HAMILTON_federalist69,HAMILTON_federalist66,4,undirected
393,HAMILTON_federalist69,HAMILTON_federalist67,21,undirected
394,HAMILTON_federalist69,HAMILTON_federalist70,1,undirected
395,HAMILTON_federalist69,HAMILTON_federalist74,5,undirected
396,HAMILTON_federalist69,HAMILTON_federalist77,14,undirected
397,HAMILTON_federalist69,HAMILTON_federalist78,8,undirected
398,HAMILTON_federalist69,HAMILTON_federalist81,1,undirected
399,HAMILTON_federalist69,HAMILTON_federalist83,3,undirected
400,HAMILTON_federalist69,HAMILTON_federalist84,8,undirected
401,HAMILTON_federalist69,JAY_federalist64,1,undirected
402,HAMILTON_federalist69,MADISON_federalist38,5,undirected
403,HAMILTON_federalist69,MADISON_federalist39,2,undirected
404,HAMILTON_federalist69,MADISON_federalist47,15,undirected
405,HAMILTON_federalist7,HAMILTON_federalist1,4,undirected
406,HAMILTON_federalist7,HAMILTON_federalist11,45,undirected
407,HAMILTON_federalist7,HAMILTON_federalist12,25,undirected
408,HAMILTON_federalist7,HAMILTON_federalist15,11,undirected
409,HAMILTON_federalist7,HAMILTON_federalist16,3,undirected
410,HAMILTON_federalist7,HAMILTON_federalist17,1,undirected
411,HAMILTON_federalist7,HAMILTON_federalist22,8,undirected
412,HAMILTON_federalist7,HAMILTON_federalist25,1,undirected
413,HAMILTON_federalist7,HAMILTON_federalist34,4,undirected
414,HAMILTON_federalist7,HAMILTON_federalist6,15,undirected
415,HAMILTON_federalist70,HAMILTON_federalist15,8,undirected
416,HAMILTON_federalist70,HAMILTON_federalist22,43,undirected
417,HAMILTON_federalist70,HAMILTON_federalist26,1,undirected
418,HAMILTON_federalist70,HAMILTON_federalist29,1,undirected
419,HAMILTON_federalist70,HAMILTON_federalist35,2,undirected
420,HAMILTON_federalist70,HAMILTON_federalist6,2,undirected
421,HAMILTON_federalist70,HAMILTON_federalist66,15,undirected
422,HAMILTON_federalist70,HAMILTON_federalist68,9,undirected
423,HAMILTON_federalist70,HAMILTON_federalist69,1,undirected
424,HAMILTON_federalist70,HAMILTON_federalist71,12,undirected
425,HAMILTON_federalist70,HAMILTON_federalist72,8,undirected
426,HAMILTON_federalist70,HAMILTON_federalist73,7,undirected
427,HAMILTON_federalist70,HAMILTON_federalist76,2,undirected
428,HAMILTON_federalist70,HAMILTON_federalist77,10,undirected
429,HAMILTON_federalist70,HAMILTON_federalist78,1,undirected
430,HAMILTON_federalist70,HAMILTON_federalist85,10,undirected
431,HAMILTON_federalist70,HAMILTON_federalist9,5,undirected
432,HAMILTON_federalist70,JAY_federalist64,7,undirected
433,HAMILTON_federalist70,MADISON_federalist10,3,undirected
434,HAMILTON_federalist70,MADISON_federalist38,5,undirected
435,HAMILTON_federalist70,MADISON_federalist48,9,undirected
436,HAMILTON_federalist71,HAMILTON_federalist66,1,undirected
437,HAMILTON_federalist71,HAMILTON_federalist68,3,undirected
438,HAMILTON_federalist71,HAMILTON_federalist70,12,undirected
439,HAMILTON_federalist71,HAMILTON_federalist72,46,undirected
440,HAMILTON_federalist71,HAMILTON_federalist73,54,undirected
