,Source,Target,Weight,Type
208,HAMILTON_federalist77,HAMILTON_federalist66,2,undirected
209,HAMILTON_federalist77,HAMILTON_federalist75,6,undirected
210,HAMILTON_federalist78,HAMILTON_federalist35,3,undirected
211,HAMILTON_federalist78,HAMILTON_federalist36,1,undirected
212,HAMILTON_federalist78,HAMILTON_federalist60,2,undirected
213,HAMILTON_federalist78,HAMILTON_federalist81,4,undirected
214,HAMILTON_federalist78,HAMILTON_federalist83,2,undirected
215,HAMILTON_federalist79,HAMILTON_federalist22,2,undirected
216,HAMILTON_federalist79,HAMILTON_federalist81,1,undirected
217,HAMILTON_federalist79,HAMILTON_federalist84,3,undirected
218,HAMILTON_federalist8,HAMILTON_federalist11,1,undirected
219,HAMILTON_federalist8,HAMILTON_federalist12,5,undirected
220,HAMILTON_federalist8,HAMILTON_federalist25,2,undirected
221,HAMILTON_federalist8,HAMILTON_federalist83,3,undirected
222,HAMILTON_federalist8,HAMILTON_federalist9,6,undirected
223,HAMILTON_federalist8,MADISON_federalist37,3,undirected
224,HAMILTON_federalist80,HAMILTON_federalist81,2,undirected
225,HAMILTON_federalist80,HAMILTON_federalist82,1,undirected
226,HAMILTON_federalist80,HAMILTON_federalist84,1,undirected
227,HAMILTON_federalist80,MADISON_federalist43,3,undirected
228,HAMILTON_federalist81,HAMILTON_federalist22,5,undirected
229,HAMILTON_federalist81,HAMILTON_federalist32,3,undirected
230,HAMILTON_federalist81,HAMILTON_federalist33,2,undirected
231,HAMILTON_federalist81,HAMILTON_federalist36,2,undirected
232,HAMILTON_federalist81,HAMILTON_federalist59,3,undirected
233,HAMILTON_federalist81,HAMILTON_federalist60,3,undirected
234,HAMILTON_federalist81,HAMILTON_federalist61,2,undirected
235,HAMILTON_federalist81,HAMILTON_federalist74,3,undirected
236,HAMILTON_federalist81,HAMILTON_federalist78,4,undirected
237,HAMILTON_federalist81,HAMILTON_federalist79,1,undirected
238,HAMILTON_federalist81,HAMILTON_federalist80,2,undirected
239,HAMILTON_federalist81,HAMILTON_federalist82,3,undirected
240,HAMILTON_federalist81,HAMILTON_federalist83,6,undirected
241,HAMILTON_federalist81,HAMILTON_federalist84,3,undirected
242,HAMILTON_federalist81,HAMILTON_federalist85,3,undirected
243,HAMILTON_federalist81,MADISON_federalist42,1,undirected
244,HAMILTON_federalist81,MADISON_federalist43,1,undirected
245,HAMILTON_federalist82,HAMILTON_federalist36,2,undirected
246,HAMILTON_federalist82,HAMILTON_federalist80,1,undirected
247,HAMILTON_federalist82,HAMILTON_federalist81,3,undirected
248,HAMILTON_federalist83,HAMILTON_federalist15,1,undirected
249,HAMILTON_federalist83,HAMILTON_federalist22,1,undirected
250,HAMILTON_federalist83,HAMILTON_federalist24,1,undirected
251,HAMILTON_federalist83,HAMILTON_federalist34,2,undirected
252,HAMILTON_federalist83,HAMILTON_federalist60,1,undirected
253,HAMILTON_federalist83,HAMILTON_federalist69,3,undirected
254,HAMILTON_federalist83,HAMILTON_federalist78,2,undirected
255,HAMILTON_federalist83,HAMILTON_federalist8,3,undirected
256,HAMILTON_federalist83,HAMILTON_federalist81,6,undirected
257,HAMILTON_federalist83,HAMILTON_federalist84,2,undirected
258,HAMILTON_federalist83,HAMILTON_federalist85,1,undirected
259,HAMILTON_federalist83,MADISON_federalist39,2,undirected
260,HAMILTON_federalist83,MADISON_federalist58,3,undirected
261,HAMILTON_federalist84,HAMILTON_federalist1,3,undirected
262,HAMILTON_federalist84,HAMILTON_federalist22,1,undirected
263,HAMILTON_federalist84,HAMILTON_federalist79,3,undirected
264,HAMILTON_federalist84,HAMILTON_federalist80,1,undirected
265,HAMILTON_federalist84,HAMILTON_federalist81,3,undirected
266,HAMILTON_federalist84,HAMILTON_federalist83,2,undirected
267,HAMILTON_federalist85,HAMILTON_federalist22,2,undirected
268,HAMILTON_federalist85,HAMILTON_federalist67,2,undirected
269,HAMILTON_federalist85,HAMILTON_federalist81,3,undirected
270,HAMILTON_federalist85,HAMILTON_federalist83,1,undirected
271,HAMILTON_federalist9,HAMILTON_federalist16,3,undirected
272,HAMILTON_federalist9,HAMILTON_federalist22,1,undirected
273,HAMILTON_federalist9,HAMILTON_federalist6,2,undirected
274,HAMILTON_federalist9,HAMILTON_federalist70,4,undirected
275,HAMILTON_federalist9,HAMILTON_federalist8,6,undirected
276,HAMILTON_federalist9,JAY_federalist2,3,undirected
277,HAMILTON_federalist9,MADISON_federalist40,1,undirected
278,JAY_federalist2,HAMILTON_federalist9,3,undirected
279,JAY_federalist2,JAY_federalist5,2,undirected
280,JAY_federalist2,MADISON_federalist37,2,undirected
281,JAY_federalist2,MADISON_federalist38,1,undirected
282,JAY_federalist3,JAY_federalist4,6,undirected
283,JAY_federalist3,JAY_federalist64,2,undirected
284,JAY_federalist3,MADISON_federalist46,1,undirected
285,JAY_federalist4,JAY_federalist3,6,undirected
286,JAY_federalist4,JAY_federalist5,5,undirected
287,JAY_federalist4,MADISON_federalist10,1,undirected
288,JAY_federalist5,HAMILTON_federalist11,1,undirected
289,JAY_federalist5,JAY_federalist2,2,undirected
290,JAY_federalist5,JAY_federalist4,5,undirected
291,JAY_federalist64,HAMILTON_federalist35,2,undirected
292,JAY_federalist64,JAY_federalist3,2,undirected
293,JAY_federalist64,MADISON_federalist37,3,undirected
294,JAY_federalist64,MADISON_federalist38,1,undirected
295,MADISON_federalist10,HAMILTON_federalist22,2,undirected
296,MADISON_federalist10,HAMILTON_federalist35,1,undirected
297,MADISON_federalist10,JAY_federalist4,1,undirected
298,MADISON_federalist10,MADISON_federalist37,3,undirected
299,MADISON_federalist14,HAMILTON_federalist1,1,undirected
300,MADISON_federalist14,MADISON_federalist37,3,undirected
301,MADISON_federalist14,MADISON_federalist41,2,undirected
302,MADISON_federalist14,MADISON_federalist58,1,undirected
303,MADISON_federalist37,HAMILTON_federalist12,3,undirected
304,MADISON_federalist37,HAMILTON_federalist22,1,undirected
305,MADISON_federalist37,HAMILTON_federalist8,3,undirected
306,MADISON_federalist37,JAY_federalist2,2,undirected
307,MADISON_federalist37,JAY_federalist64,3,undirected
308,MADISON_federalist37,MADISON_federalist10,3,undirected
309,MADISON_federalist37,MADISON_federalist14,3,undirected
310,MADISON_federalist37,MADISON_federalist48,1,undirected
311,MADISON_federalist38,HAMILTON_federalist22,3,undirected
312,MADISON_federalist38,HAMILTON_federalist35,1,undirected
313,MADISON_federalist38,HAMILTON_federalist70,3,undirected
314,MADISON_federalist38,JAY_federalist2,1,undirected
315,MADISON_federalist38,JAY_federalist64,1,undirected
316,MADISON_federalist38,MADISON_federalist40,3,undirected
317,MADISON_federalist38,MADISON_federalist48,3,undirected
318,MADISON_federalist39,HAMILTON_federalist22,1,undirected
319,MADISON_federalist39,HAMILTON_federalist83,2,undirected
320,MADISON_federalist39,MADISON_federalist43,3,undirected
321,MADISON_federalist40,HAMILTON_federalist9,1,undirected
322,MADISON_federalist40,MADISON_federalist38,3,undirected
323,MADISON_federalist40,MADISON_federalist48,4,undirected
324,MADISON_federalist41,HAMILTON_federalist33,3,undirected
325,MADISON_federalist41,MADISON_federalist14,2,undirected
326,MADISON_federalist41,MADISON_federalist42,5,undirected
327,MADISON_federalist41,MADISON_federalist43,4,undirected
328,MADISON_federalist41,MADISON_federalist44,3,undirected
329,MADISON_federalist41,MADISON_federalist58,3,undirected
330,MADISON_federalist42,HAMILTON_federalist32,1,undirected
331,MADISON_federalist42,HAMILTON_federalist67,1,undirected
332,MADISON_federalist42,HAMILTON_federalist81,1,undirected
333,MADISON_federalist42,MADISON_federalist41,5,undirected
334,MADISON_federalist42,MADISON_federalist43,6,undirected
335,MADISON_federalist42,MADISON_federalist44,2,undirected
336,MADISON_federalist42,MADISON_federalist47,1,undirected
337,MADISON_federalist42,MADISON_federalist58,1,undirected
338,MADISON_federalist43,HAMILTON_federalist80,3,undirected
339,MADISON_federalist43,HAMILTON_federalist81,1,undirected
340,MADISON_federalist43,MADISON_federalist39,3,undirected
341,MADISON_federalist43,MADISON_federalist41,4,undirected
342,MADISON_federalist43,MADISON_federalist42,6,undirected
343,MADISON_federalist43,MADISON_federalist44,1,undirected
344,MADISON_federalist43,MADISON_federalist46,2,undirected
345,MADISON_federalist44,MADISON_federalist41,3,undirected
346,MADISON_federalist44,MADISON_federalist42,2,undirected
347,MADISON_federalist44,MADISON_federalist43,1,undirected
348,MADISON_federalist45,HAMILTON_federalist17,2,undirected
349,MADISON_federalist45,MADISON_federalist46,6,undirected
350,MADISON_federalist45,MADISON_federalist58,1,undirected
351,MADISON_federalist46,HAMILTON_federalist35,1,undirected
352,MADISON_federalist46,JAY_federalist3,1,undirected
353,MADISON_federalist46,MADISON_federalist43,2,undirected
354,MADISON_federalist46,MADISON_federalist45,6,undirected
355,MADISON_federalist47,HAMILTON_federalist75,2,undirected
356,MADISON_federalist47,MADISON_federalist42,1,undirected
357,MADISON_federalist47,MADISON_federalist48,3,undirected
358,MADISON_federalist48,MADISON_federalist37,1,undirected
359,MADISON_federalist48,MADISON_federalist38,3,undirected
360,MADISON_federalist48,MADISON_federalist40,4,undirected
361,MADISON_federalist48,MADISON_federalist47,3,undirected
362,MADISON_federalist58,HAMILTON_federalist83,3,undirected
363,MADISON_federalist58,MADISON_federalist14,1,undirected
364,MADISON_federalist58,MADISON_federalist41,3,undirected
365,MADISON_federalist58,MADISON_federalist42,1,undirected
366,MADISON_federalist58,MADISON_federalist45,1,undirected
